ang speed,angle,q_0,q_1
-0.19,-0.03,8.236359596252441,7.802348613739014
0.09,-0.04,7.935398578643799,8.423648834228516
-0.22,-0.04,8.14577579498291,7.6515116691589355
0.06,-0.04,7.895914077758789,8.371230125427246
-0.24,-0.04,8.06811809539795,7.522018909454346
0.04,-0.04,7.863781452178955,8.317876815795898
-0.27,-0.04,8.041291236877441,7.400656700134277
0.01,-0.05,8.155648231506348,7.8380842208862305
0.29,-0.05,7.4615302085876465,8.032899856567383
-0.02,-0.04,8.101324081420898,7.786038398742676
0.26,-0.04,7.462282657623291,8.031250953674316
-0.05,-0.04,8.050899505615234,7.7099385261535645
0.24,-0.04,7.474851608276367,8.031723976135254
-0.07,-0.03,8.004671096801758,7.630594253540039
0.21,-0.03,7.49478816986084,8.040474891662598
-0.09,-0.03,7.965345859527588,7.561009407043457
0.19,-0.03,7.5203046798706055,8.055075645446777
-0.11,-0.03,7.935095310211182,7.502498626708984
0.17,-0.03,7.550101280212402,8.067425727844238
-0.13,-0.03,7.915149688720703,7.450206279754639
0.15,-0.03,7.58342170715332,8.073616027832031
-0.15,-0.03,7.9058837890625,7.403905868530273
0.14,-0.03,7.6202921867370605,8.08178997039795
-0.17,-0.03,7.907289505004883,7.367082595825195
0.12,-0.03,7.661554336547852,8.092605590820312
-0.18,-0.03,7.936285495758057,8.2350492477417
-0.49,-0.03,8.134809494018555,6.729048252105713
-0.2,-0.04,7.965701103210449,7.3891401290893555
0.08,-0.05,7.797854900360107,8.188998222351074
-0.23,-0.04,8.022253036499023,7.419770240783691
0.05,-0.05,7.867800712585449,8.240501403808594
-0.26,-0.05,8.08734130859375,7.443357944488525
0.02,-0.05,7.936716556549072,8.302300453186035
-0.29,-0.05,8.148357391357422,7.47581148147583
-0.01,-0.06,8.33421516418457,7.991569995880127
0.26,-0.06,7.756092548370361,8.221766471862793
-0.05,-0.05,8.394852638244629,8.025460243225098
0.22,-0.05,7.870930194854736,8.30463981628418
-0.09,-0.05,8.424139976501465,8.048197746276855
0.19,-0.05,7.985483646392822,8.393665313720703
-0.12,-0.05,8.446589469909668,8.062970161437988
0.16,-0.05,8.101962089538574,8.486698150634766
-0.15,-0.05,8.456656455993652,8.075839042663574
0.13,-0.05,8.198431015014648,8.578287124633789
-0.18,-0.05,8.467033386230469,8.0784912109375
0.1,-0.05,8.288617134094238,8.666221618652344
-0.21,-0.05,8.484474182128906,8.079066276550293
0.07,-0.05,8.373276710510254,8.749344825744629
-0.24,-0.05,8.562259674072266,8.084534645080566
0.03,-0.06,8.705307006835938,8.420268058776855
0.31,-0.06,8.27319622039795,8.63916301727295
-0.0,-0.05,8.741456031799316,8.429036140441895
0.28,-0.05,8.380680084228516,8.721250534057617
-0.03,-0.04,8.769633293151855,8.436695098876953
0.25,-0.04,8.478604316711426,8.805137634277344
-0.06,-0.04,8.794221878051758,8.446486473083496
0.22,-0.04,8.568404197692871,8.88824462890625
-0.09,-0.04,8.82257080078125,8.461236953735352
0.19,-0.04,8.654557228088379,8.967554092407227
-0.11,-0.03,8.856926918029785,8.483050346374512
0.17,-0.04,8.735166549682617,9.041293144226074
-0.13,-0.03,8.898275375366211,8.512661933898926
0.15,-0.04,8.80911922454834,9.108477592468262
-0.16,-0.03,8.952198028564453,8.549548149108887
0.13,-0.04,8.87651252746582,9.169300079345703
-0.18,-0.03,9.011344909667969,8.592696189880371
0.1,-0.04,8.938366889953613,9.224863052368164
-0.2,-0.04,9.066231727600098,8.640127182006836
0.08,-0.04,8.9956693649292,9.275969505310059
-0.22,-0.04,9.11794376373291,8.690354347229004
0.06,-0.04,9.049361228942871,9.322757720947266
-0.25,-0.04,9.165971755981445,8.741738319396973
0.03,-0.05,9.09926986694336,9.361445426940918
-0.28,-0.05,9.21090030670166,8.79069995880127
0.0,-0.05,9.146256446838379,9.39765739440918
-0.31,-0.05,9.254212379455566,8.834463119506836
-0.03,-0.06,9.191807746887207,9.432655334472656
-0.34,-0.06,9.399319648742676,9.457752227783203
-0.65,-0.06,9.513408660888672,8.361117362976074
-0.38,-0.08,9.417030334472656,9.005183219909668
-0.11,-0.08,9.396859169006348,9.603516578674316
-0.43,-0.09,9.517942428588867,9.08288860321045
-0.16,-0.1,9.831655502319336,9.496501922607422
0.1,-0.1,9.438370704650879,9.61591625213623
-0.23,-0.1,9.856572151184082,9.518455505371094
0.03,-0.1,10.191167831420898,9.919855117797852
0.29,-0.1,9.612958908081055,9.877715110778809
-0.03,-0.09,9.717181205749512,9.86561107635498
-0.35,-0.1,9.816291809082031,9.494645118713379
-0.09,-0.1,10.141335487365723,9.827659606933594
0.17,-0.1,10.340311050415039,10.196511268615723
0.43,-0.1,9.87901782989502,10.131891250610352
0.11,-0.09,10.04344654083252,10.075542449951172
-0.21,-0.09,10.09591293334961,9.70875358581543
0.05,-0.09,10.291513442993164,10.069107055664062
0.31,-0.09,10.178062438964844,10.191606521606445
-0.01,-0.09,10.233137130737305,9.95547866821289
0.25,-0.09,10.309842109680176,10.250450134277344
0.52,-0.08,10.176344871520996,10.27595329284668
0.2,-0.07,10.242911338806152,10.149442672729492
0.47,-0.07,10.236947059631348,10.309102058410645
0.16,-0.06,10.2455415725708,10.060355186462402
0.43,-0.06,10.215709686279297,10.184730529785156
0.7,-0.05,10.078831672668457,10.245565414428711
0.4,-0.03,10.164129257202148,10.123018264770508
0.68,-0.02,10.065370559692383,10.22815990447998
0.38,-0.01,10.125171661376953,10.082785606384277
0.67,-0.0,10.02639389038086,10.197609901428223
0.37,0.01,10.10131549835205,10.066246032714844
0.67,0.02,9.965079307556152,10.15623950958252
0.38,0.03,10.086853981018066,10.070442199707031
0.68,0.04,9.878275871276855,10.109155654907227
0.4,0.05,10.076685905456543,10.094868659973145
0.71,0.06,9.768524169921875,10.126415252685547
0.44,0.07,10.043193817138672,10.167695999145508
0.17,0.08,10.17440128326416,10.09283447265625
0.49,0.09,9.975804328918457,10.142840385437012
0.22,0.1,10.128311157226562,10.194232940673828
-0.04,0.1,10.20068645477295,10.02302360534668
0.28,0.1,10.08095645904541,10.172653198242188
0.03,0.11,10.256498336791992,10.120532989501953
0.35,0.11,10.018697738647461,10.200762748718262
0.09,0.11,10.158496856689453,10.16667652130127
-0.16,0.11,10.265400886535645,9.957786560058594
0.16,0.11,10.124232292175293,10.145071983337402
-0.09,0.11,10.30089282989502,10.045378684997559
0.23,0.11,10.066337585449219,10.124032974243164
-0.02,0.12,10.299724578857422,10.102291107177734
0.31,0.12,9.990976333618164,10.161343574523926
0.05,0.12,10.101605415344238,10.160507202148438
-0.2,0.12,10.187864303588867,9.922632217407227
0.13,0.12,10.054039001464844,10.11794376373291
-0.12,0.12,10.199944496154785,9.94690990447998
0.21,0.12,9.99630355834961,10.057125091552734
-0.05,0.12,10.187749862670898,9.961965560913086
0.28,0.12,9.916712760925293,10.014904022216797
0.03,0.13,10.0750732421875,9.97988224029541
0.36,0.13,9.729374885559082,10.010544776916504
0.11,0.14,9.93667984008789,10.059736251831055
-0.13,0.14,9.977058410644531,9.796082496643066
0.2,0.14,9.789155960083008,9.947619438171387
0.53,0.14,9.259001731872559,9.887862205505371
0.29,0.15,9.630125045776367,9.871315002441406
0.05,0.16,9.859556198120117,10.017036437988281
-0.19,0.16,9.849778175354004,9.69352912902832
0.14,0.15,9.703164100646973,9.933488845825195
-0.1,0.16,9.810245513916016,9.771757125854492
0.24,0.15,9.49695873260498,9.803441047668457
0.0,0.16,9.7605562210083,9.962411880493164
-0.24,0.16,9.962650299072266,10.14499568939209
-0.48,0.16,9.908048629760742,9.467276573181152
-0.14,0.15,9.834244728088379,9.831944465637207
0.2,0.14,9.412951469421387,9.868709564208984
-0.05,0.15,9.739230155944824,10.011533737182617
-0.29,0.15,9.916277885437012,9.821453094482422
0.04,0.14,9.583647727966309,1.0
-0.01,-0.01,11.489402770996094,12.517562866210938
-0.31,-0.01,11.256056785583496,11.300204277038574
-0.6,-0.01,10.777301788330078,10.252184867858887
-0.9,-0.03,10.631525993347168,9.431723594665527
-0.62,-0.04,11.223867416381836,10.39799976348877
-0.34,-0.06,10.808428764343262,10.349076271057129
-0.65,-0.06,10.621230125427246,9.730839729309082
-0.37,-0.08,11.101432800292969,10.463995933532715
-0.11,-0.08,10.823790550231934,10.436328887939453
-0.43,-0.09,10.651185035705566,9.868563652038574
-0.16,-0.09,10.981419563293457,10.464628219604492
0.1,-0.1,10.766758918762207,10.520156860351562
-0.22,-0.1,10.620072364807129,9.932888984680176
0.04,-0.1,10.87343978881836,10.45698070526123
0.3,-0.1,10.576537132263184,10.516193389892578
-0.02,-0.09,10.500736236572266,10.014601707458496
0.24,-0.09,10.5316801071167,10.410172462463379
-0.08,-0.09,10.419821739196777,9.611671447753906
0.18,-0.09,10.396121978759766,10.087766647338867
0.44,-0.09,10.043225288391113,10.323904991149902
0.13,-0.08,10.149148941040039,9.758143424987793
0.39,-0.08,10.027875900268555,10.217232704162598
0.08,-0.07,10.016280174255371,9.483254432678223
0.35,-0.07,9.894672393798828,9.887876510620117
0.62,-0.06,9.014632225036621,9.87465763092041
0.31,-0.05,9.739311218261719,9.664237976074219
0.59,-0.04,8.880899429321289,9.692769050598145
0.28,-0.03,9.593955993652344,9.460182189941406
0.56,-0.02,8.710442543029785,9.504706382751465
0.26,-0.01,9.456830024719238,9.291326522827148
0.55,-0.01,8.514552116394043,9.310785293579102
0.26,0.0,9.22043514251709,9.526009559631348
-0.03,0.01,9.210235595703125,8.650421142578125
0.26,0.01,9.089579582214355,9.429503440856934
-0.03,0.01,9.177607536315918,8.617100715637207
0.27,0.01,8.941144943237305,9.320032119750977
-0.02,0.02,9.158613204956055,8.6019926071167
0.28,0.02,8.788979530334473,9.20130443572998
-0.01,0.02,9.148704528808594,8.60310173034668
0.29,0.02,8.627275466918945,9.086545944213867
0.01,0.03,9.146444320678711,8.616007804870605
0.31,0.03,8.467101097106934,8.979752540588379
0.03,0.04,9.147680282592773,8.637110710144043
0.33,0.04,8.314193725585938,8.883857727050781
0.05,0.04,9.141437530517578,8.663921356201172
0.35,0.04,8.189194679260254,8.82783031463623
0.08,0.05,9.124317169189453,8.696054458618164
0.38,0.05,8.086610794067383,8.864367485046387
0.11,0.06,8.580201148986816,8.940752029418945
-0.17,0.06,8.930900573730469,8.16685676574707
0.15,0.06,8.554774284362793,8.95329761505127
-0.13,0.06,8.999674797058105,8.281006813049316
0.18,0.06,8.516244888305664,8.960168838500977
-0.09,0.06,9.060736656188965,8.399110794067383
0.22,0.06,8.494521141052246,8.947670936584473
-0.05,0.07,9.106817245483398,8.519021034240723
0.26,0.06,8.455724716186523,8.932133674621582
-0.01,0.07,9.149889945983887,8.634336471557617
0.31,0.07,8.413549423217773,8.901573181152344
0.04,0.08,9.173709869384766,8.74130630493164
0.35,0.08,8.360340118408203,8.939517974853516
0.08,0.08,8.787749290466309,9.193544387817383
-0.18,0.09,9.062209129333496,8.31704330444336
0.14,0.08,8.83879280090332,9.246907234191895
-0.13,0.08,9.201834678649902,9.36041259765625
-0.39,0.08,9.379984855651855,7.911045551300049
-0.08,0.07,9.377608299255371,8.803601264953613
0.24,0.07,8.992132186889648,9.39246940612793
-0.03,0.08,9.449201583862305,9.00147533416748
0.29,0.08,8.917447090148926,9.388496398925781
0.02,0.08,9.41635513305664,9.170732498168945
0.33,0.08,8.7324857711792,9.37932014465332
0.07,0.09,9.312423706054688,9.32066535949707
0.39,0.09,8.437710762023926,9.475520133972168
0.13,0.1,9.29198169708252,9.622355461120605
-0.13,0.1,9.574960708618164,9.053579330444336
0.19,0.1,9.217817306518555,9.633092880249023
-0.07,0.1,9.58192253112793,9.278155326843262
0.25,0.1,9.050864219665527,9.631850242614746
-0.01,0.11,9.500640869140625,9.482834815979004
0.32,0.11,8.739133834838867,9.624637603759766
0.06,0.11,9.508340835571289,9.864672660827637
-0.2,0.11,9.86568546295166,10.04470157623291
-0.45,0.11,9.986454963684082,8.664753913879395
-0.13,0.1,9.861862182617188,9.621458053588867
0.2,0.1,9.3629732131958,9.9874267578125
-0.06,0.1,9.880874633789062,9.883881568908691
0.26,0.1,9.149528503417969,10.007314682006836
-0.0,0.11,9.882084846496582,10.287734985351562
-0.26,0.11,10.149145126342773,9.718673706054688
0.06,0.1,9.790913581848145,10.322907447814941
-0.19,0.1,10.207627296447754,10.017485618591309
0.13,0.1,9.628239631652832,10.322689056396484
-0.13,0.1,10.235990524291992,10.277518272399902
0.19,0.1,9.863576889038086,10.290345191955566
0.51,0.1,8.213276863098145,10.168867111206055
0.25,0.11,9.161675453186035,10.384243965148926
-0.0,0.12,9.975455284118652,10.597627639770508
-0.26,0.12,10.478459358215332,10.35965347290039
0.07,0.11,9.86217212677002,10.625330924987793
-0.19,0.11,10.54216194152832,10.657845497131348
0.14,0.11,9.7152681350708,10.734207153320312
-0.12,0.11,10.592460632324219,11.038043975830078
-0.37,0.11,10.870287895202637,10.464654922485352
-0.05,0.1,10.496232032775879,11.124228477478027
-0.3,0.1,10.973328590393066,10.819875717163086
0.02,0.1,10.377800941467285,11.120880126953125
-0.24,0.1,11.052331924438477,11.070419311523438
0.08,0.09,10.230713844299316,11.11939811706543
-0.18,0.09,11.118868827819824,11.422165870666504
-0.45,0.09,11.286615371704102,10.749640464782715
-0.13,0.08,11.086115837097168,11.498445510864258
-0.39,0.08,11.417860984802246,11.034075736999512
-0.08,0.07,11.055990219116211,11.539627075195312
-0.35,0.07,11.516681671142578,11.267005920410156
-0.04,0.06,11.011573791503906,11.537787437438965
-0.31,0.06,11.525606155395508,11.43067741394043
0.0,0.05,10.892838478088379,11.476848602294922
-0.27,0.05,11.50423812866211,11.506037712097168
0.04,0.05,10.76863956451416,11.389732360839844
-0.24,0.05,11.445425987243652,11.359024047851562
-0.52,0.04,11.364892959594727,10.507984161376953
-0.21,0.03,11.347405433654785,11.31840705871582
-0.49,0.03,11.290657043457031,10.487659454345703
-0.19,0.02,11.236217498779297,11.257074356079102
-0.48,0.02,11.203203201293945,10.40822696685791
-0.18,0.01,11.148122787475586,11.17676830291748
-0.47,0.0,11.106413841247559,10.278157234191895
-0.18,-0.01,11.083724975585938,11.066844940185547
-0.47,-0.01,10.982036590576172,10.097942352294922
-0.18,-0.02,11.021967887878418,11.02266788482666
0.1,-0.02,10.380977630615234,10.90316390991211
-0.2,-0.02,10.905757904052734,10.834390640258789
0.09,-0.03,10.324792861938477,10.83381462097168
-0.21,-0.02,10.7907133102417,10.634963035583496
0.07,-0.03,10.574355125427246,10.83780288696289
0.36,-0.03,9.432440757751465,10.666979789733887
0.06,-0.02,10.244719505310059,10.687868118286133
-0.24,-0.02,10.570571899414062,10.258858680725098
0.04,-0.02,10.244741439819336,10.622093200683594
-0.26,-0.02,10.472735404968262,10.084095001220703
0.03,-0.03,10.240046501159668,10.530759811401367
-0.27,-0.03,10.377975463867188,9.891597747802734
0.01,-0.03,10.237377166748047,10.42927074432373
-0.29,-0.03,10.273027420043945,9.696640968322754
-0.01,-0.04,10.230464935302734,10.323890686035156
-0.31,-0.04,10.243910789489746,9.497309684753418
-0.03,-0.04,10.094873428344727,10.176925659179688
0.25,-0.04,9.485726356506348,10.199407577514648
-0.06,-0.04,9.999809265136719,10.045655250549316
0.22,-0.04,9.45900821685791,10.116003036499023
-0.08,-0.04,9.912718772888184,9.90598201751709
0.2,-0.04,9.426185607910156,10.014849662780762
-0.11,-0.03,9.833163261413574,9.75084400177002
0.17,-0.04,9.394222259521484,9.911108016967773
-0.13,-0.03,9.759749412536621,9.592541694641113
0.15,-0.04,9.367679595947266,9.804130554199219
-0.15,-0.03,9.67273998260498,9.431339263916016
0.13,-0.04,9.345647811889648,9.69835090637207
-0.17,-0.03,9.5816011428833,9.267111778259277
0.11,-0.04,9.312098503112793,9.597894668579102
-0.2,-0.03,9.466696739196777,9.1005859375
0.09,-0.04,9.39178466796875,9.409235000610352
0.37,-0.04,8.533158302307129,9.359222412109375
0.06,-0.03,9.170345306396484,9.373624801635742
-0.24,-0.03,9.251913070678711,8.736920356750488
0.04,-0.03,9.106817245483398,9.27062702178955
-0.26,-0.03,9.155195236206055,8.552679061889648
0.02,-0.04,9.055009841918945,9.171746253967285
-0.28,-0.04,9.108628273010254,8.364177703857422
-0.0,-0.04,9.089546203613281,8.946525573730469
0.28,-0.04,8.573145866394043,9.067092895507812
-0.03,-0.04,9.024947166442871,8.840008735656738
0.25,-0.04,8.573874473571777,9.017485618591309
-0.05,-0.03,8.95590877532959,8.726314544677734
0.23,-0.03,8.555315017700195,8.972731590270996
-0.07,-0.03,8.889577865600586,8.619650840759277
0.21,-0.03,8.535985946655273,8.932487487792969
-0.09,-0.03,8.82951831817627,8.5145902633667
0.19,-0.03,8.518531799316406,8.886903762817383
-0.11,-0.02,8.775917053222656,8.410796165466309
0.18,-0.03,8.503018379211426,8.839365005493164
-0.12,-0.02,8.728630065917969,8.312084197998047
0.16,-0.02,8.490177154541016,8.794917106628418
-0.14,-0.02,8.68740177154541,8.220624923706055
0.15,-0.02,8.481024742126465,8.753959655761719
-0.15,-0.02,8.651905059814453,8.135257720947266
0.13,-0.02,8.558720588684082,8.53273868560791
0.42,-0.02,7.902276515960693,8.619485855102539
0.12,-0.01,8.46490478515625,8.687066078186035
-0.18,-0.01,8.563589096069336,8.571622848510742
-0.47,-0.01,8.66905689239502,7.098168849945068
-0.18,-0.02,8.638282775878906,7.977516174316406
0.1,-0.03,8.557147979736328,8.512184143066406
0.38,-0.03,8.002817153930664,8.658265113830566
0.08,-0.02,8.567585945129395,8.508952140808105
0.37,-0.02,8.028860092163086,8.66817855834961
0.07,-0.01,8.57757568359375,8.508828163146973
0.36,-0.01,8.040905952453613,8.66789722442627
0.07,0.0,8.586068153381348,8.511251449584961
0.36,0.0,8.039173126220703,8.6574068069458
0.07,0.01,8.591856002807617,8.514435768127441
0.36,0.01,8.0239896774292,8.637174606323242
0.07,0.02,8.593620300292969,8.517356872558594
0.37,0.02,7.995638847351074,8.622099876403809
0.09,0.03,8.489023208618164,8.677619934082031
-0.2,0.03,8.622831344604492,8.059311866760254
0.1,0.02,8.459673881530762,8.670527458190918
-0.18,0.03,8.620887756347656,8.090806007385254
0.12,0.02,8.431733131408691,8.66401195526123
-0.17,0.02,8.616706848144531,8.118912696838379
0.13,0.02,8.404860496520996,8.658393859863281
-0.15,0.02,8.610837936401367,8.14315414428711
0.15,0.02,8.3786039352417,8.654366493225098
-0.14,0.02,8.603921890258789,8.159070014953613
0.16,0.02,8.35240650177002,8.650952339172363
-0.12,0.02,8.596589088439941,8.17534351348877
0.18,0.02,8.325614929199219,8.647981643676758
-0.11,0.03,8.589435577392578,8.193081855773926
0.19,0.02,8.29753303527832,8.645269393920898
-0.09,0.03,8.58298110961914,8.213345527648926
0.21,0.03,8.26744556427002,8.642659187316895
-0.08,0.03,8.57781982421875,8.237156867980957
0.22,0.03,8.234628677368164,8.633173942565918
-0.06,0.03,8.575464248657227,8.255931854248047
0.24,0.03,8.201162338256836,8.607393264770508
-0.04,0.04,8.569472312927246,8.260029792785645
0.26,0.04,8.163346290588379,8.576481819152832
-0.02,0.04,8.555887222290039,8.261154174804688
0.29,0.04,8.120630264282227,8.542737007141113
0.01,0.05,8.534255027770996,8.262468338012695
0.32,0.05,8.066787719726562,8.505877494812012
0.04,0.05,8.507226943969727,8.264107704162598
0.35,0.05,8.004179000854492,8.463852882385254
0.07,0.06,8.476495742797852,8.265954971313477
0.38,0.06,7.932640552520752,8.402244567871094
0.11,0.07,8.44114875793457,8.257850646972656
0.42,0.07,7.850634574890137,8.37901782989502
0.15,0.08,8.201530456542969,8.537886619567871
-0.11,0.08,8.380502700805664,7.984429359436035
0.21,0.08,8.135550498962402,8.499261856079102
-0.06,0.08,8.382452964782715,8.023526191711426
0.26,0.08,8.057053565979004,8.444576263427734
-0.01,0.09,8.384773254394531,8.051894187927246
0.31,0.09,7.969750881195068,8.374032020568848
0.05,0.09,8.38558578491211,8.075149536132812
0.37,0.1,7.875819206237793,8.282388687133789
0.11,0.1,8.38122844696045,8.083640098571777
0.43,0.11,7.776566505432129,8.230088233947754
0.17,0.11,8.045729637145996,8.393468856811523
-0.08,0.12,8.24476432800293,7.821671485900879
0.25,0.12,7.950655937194824,8.337224960327148
-0.01,0.12,8.266080856323242,7.890790939331055
0.32,0.12,7.847217082977295,8.234015464782715
0.07,0.13,8.278301239013672,7.91792631149292
0.4,0.13,7.735571384429932,8.121856689453125
0.15,0.14,8.283456802368164,7.93300199508667
0.48,0.14,7.620116233825684,8.096084594726562
0.24,0.15,7.861790180206299,8.231226921081543
-0.01,0.15,8.115964889526367,7.700707912445068
0.33,0.15,7.746501922607422,8.125321388244629
0.09,0.16,8.141706466674805,7.754219055175781
0.43,0.16,7.620999336242676,7.9997429847717285
0.19,0.17,8.165617942810059,7.788578033447266
0.53,0.17,7.490988731384277,7.9694414138793945
0.3,0.18,7.722700595855713,8.125874519348145
0.07,0.19,8.011040687561035,7.631015300750732
0.42,0.19,7.597203731536865,8.00822639465332
0.19,0.2,8.06031608581543,7.713372707366943
0.54,0.2,7.459916114807129,1.0
-0.17,0.09,9.211390495300293,9.025373458862305
0.15,0.08,8.894479751586914,9.257952690124512
-0.12,0.09,9.236454963684082,9.049091339111328
0.2,0.08,8.84371280670166,9.228036880493164
-0.06,0.09,9.26445484161377,9.071728706359863
0.25,0.09,8.804611206054688,9.203815460205078
-0.01,0.09,9.293941497802734,9.097070693969727
0.31,0.09,8.770164489746094,9.198142051696777
0.05,0.1,9.09868049621582,9.350716590881348
-0.21,0.1,9.204118728637695,9.052894592285156
0.11,0.1,9.044917106628418,9.317882537841797
-0.15,0.1,9.216503143310547,9.06679630279541
0.17,0.09,8.993476867675781,9.289405822753906
-0.09,0.1,9.236283302307129,9.083627700805664
0.23,0.1,8.94601058959961,9.264386177062988
-0.03,0.1,9.273175239562988,9.103641510009766
0.29,0.1,8.910876274108887,9.24842357635498
0.03,0.11,9.331113815307617,9.134419441223145
0.36,0.11,8.903706550598145,9.25062084197998
0.1,0.11,9.172674179077148,9.409591674804688
-0.15,0.12,9.298673629760742,9.128588676452637
0.17,0.11,9.164286613464355,9.406990051269531
-0.08,0.12,9.354368209838867,9.182405471801758
0.25,0.11,9.156832695007324,9.414188385009766
-0.01,0.12,9.419783592224121,9.25068473815918
0.32,0.12,9.149286270141602,9.425150871276855
0.07,0.13,9.491537094116211,9.323802947998047
0.4,0.13,9.146134376525879,9.442550659179688
0.15,0.14,9.572484016418457,9.399857521057129
0.48,0.14,9.15234375,9.520439147949219
0.23,0.15,9.418272018432617,9.640995979309082
-0.01,0.15,9.584541320800781,9.456361770629883
0.33,0.15,9.717523574829102,9.558180809020996
0.66,0.16,9.140536308288574,9.68139934539795
0.42,0.17,9.436158180236816,9.697654724121094
0.19,0.18,9.75533676147461,9.649331092834473
0.53,0.18,9.423062324523926,9.735161781311035
0.3,0.19,9.698880195617676,9.899031639099121
0.08,0.2,9.793540000915527,9.729887008666992
0.43,0.2,9.67774486541748,1.0
0.01,-0.02,8.837878227233887,9.08590030670166
-0.29,-0.02,9.375723838806152,8.814019203186035
-0.0,-0.03,8.719649314880371,8.961565017700195
-0.3,-0.03,9.045297622680664,8.459062576293945
-0.02,-0.04,8.626280784606934,8.868012428283691
-0.32,-0.04,8.75239086151123,8.150805473327637
-0.04,-0.04,8.547751426696777,8.788413047790527
-0.35,-0.04,8.641904830932617,7.884274959564209
-0.07,-0.05,8.86240005493164,8.263215065002441
0.21,-0.05,8.248899459838867,8.615182876586914
-0.1,-0.05,8.715328216552734,8.085352897644043
0.18,-0.05,8.251615524291992,8.600476264953613
-0.13,-0.05,8.587515830993652,7.933422088623047
0.15,-0.05,8.261189460754395,8.592697143554688
-0.16,-0.05,8.477029800415039,7.804648399353027
0.12,-0.05,8.26887321472168,8.587697982788086
-0.19,-0.05,8.439873695373535,7.695800304412842
0.09,-0.05,8.699453353881836,8.196415901184082
0.36,-0.05,7.962371349334717,8.480134010314941
0.06,-0.04,8.687652587890625,8.162986755371094
0.34,-0.04,8.027793884277344,8.528879165649414
